FACILITY_NME,ORGNZTN_NME,SCOPE3_CAT5_IDN,BU_UNIT_IDN,FACILITY_IDN.1,PRDCT_CATGRY_CDE,PRDCT_CATGRY,PRDCT_INGREDIENT,INDUSTRL_PRCSS_TYP,PRCSS_DESC_TEXT,INDUSTRY_TYP_CDE,ORDER_IDN,QNTY_RECVD_NUM,QNTY_RECVD_NUM_UNIT,ALLWD_FOOD_WASTGE_LVL_PRCNT_NUM,ALLWD_FOOD_WASTGE_LVL_QTY_NUM,ALLWD_FOOD_WASTGE_LVL_QTY_NUM_UNIT,IDEAL_RETL_OUTPUT_NUM,IDEAL_RETL_OUTPUT_NUM_UNIT,FOOD_EXPRD_PRCNT_NUM,QNTY_OF_FOOD_EXPRD_NUM,QNTY_OF_FOOD_EXPRD_NUM_UNIT,OTHER_FOOD_WASTE_PRCNT_NUM,QNTY_OTHER_FOOD_WASTE_NUM,QNTY_OTHER_FOOD_WASTE_NUM_UNIT,TOTL_FOOD_WASTE_NUM,TOTL_FOOD_WASTE_NUM_UNIT,FOOD_PRCSSNG_STGE_OUTPT_NUM,FOOD_PRCSSNG_STGE_OUTPT_NUM_UNIT,INGRDNT_COST_NUM,INGRDNT_COST_NUM_UNIT,CALCLTD_WASTGE_COST_NUM,CALCLTD_WASTGE_COST_NUM_UNIT,WASTE_COLLCTN_COST_NUM,WASTE_COLLCTN_COST_NUM_UNIT,WASTE_TRTMNT_COST_NUM,WASTE_TRTMNT_COST_NUM_UNIT,TOTL_COST_NUM,TOTL_COST_NUM_UNIT,CONSMPTN_STRT_DTE,CONSMPTN_END_DTE,PURCHSD_ORDR_DTE,WASTE_GENRTN_PRCSS_TYP,WASTE_GENRTN_PRCSS_CATGRY,WASTE_DIVRSN_METHD_CDE,WASTE_DIVRSN_METHD_SUB_TYP_CDE,WASTE_DIVRSN_SITE_TYP_CDE,HAZRD_TYP_CDE,WASTE_DISPSL_METHOD_CDE,SUPPLR_NME,SPND_TYP,DATA_QLTY_TYP,COMPONENT_ID,EVIDENCE_TXT_1,EVIDENCE_TXT_2,EVIDENCE_TXT_3,FRST_LOAD_TME.2,FRST_LOAD_UPTD_BY.2,LST_UPDT_TME.2,LST_UPDT_BY.2,SRC_INFO.2,INDUSTRY.2,Platform_Type
O&S USA,One Shop,45ec4b6cc888e07f821baa3ae36d524e,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Wheat,Food Retailing,Retail,Retail,R_22ORD_FORET_USA_Bak_Whe3020,3769.000000,tonnes,1.500000,56.500000,%,3713.000000,tonnes,1.200000,44.600000,tonnes,1.100000,40.840000,%,142.000000,tonnes,3627.000000,tonnes,1350.000000,USD per tonnes,191614.000000,USD,5110.000000,USD,15329.000000,USD,212053.000000,USD,2022-08-01,2022-08-31,2022-07-15,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,04661a830291586825e4e4c4159b83a2,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Wheat,Food Retailing,Retail,Retail,R_23ORD_FORET_USA_Bak_Whe1501,4074.000000,tonnes,1.500000,61.100000,%,4013.000000,tonnes,1.200000,48.200000,tonnes,1.100000,44.150000,%,153.000000,tonnes,3921.000000,tonnes,1350.000000,USD per tonnes,207117.000000,USD,5523.000000,USD,16569.000000,USD,229210.000000,USD,2023-07-01,2023-07-30,2023-06-15,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,f89a49e6a2899d85e5a1b1dd60a7197d,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Wheat,Food Retailing,Retail,Retail,R_22ORD_FORET_USA_Bak_Whe2535,26.000000,tonnes,1.500000,0.400000,%,26.000000,tonnes,1.600000,0.400000,tonnes,1.300000,0.340000,%,1.000000,tonnes,25.000000,tonnes,1350.000000,USD per tonnes,1544.000000,USD,41.000000,USD,123.000000,USD,1708.000000,USD,2022-03-01,2022-03-31,2022-02-14,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,f127a6fec2927045522fbfd8dbd095b0,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Wheat,Food Retailing,Retail,Retail,R_23ORD_FORET_USA_Bak_Whe3237,4184.000000,tonnes,1.500000,62.800000,%,4121.000000,tonnes,1.900000,78.300000,tonnes,1.300000,53.570000,%,195.000000,tonnes,3989.000000,tonnes,1350.000000,USD per tonnes,262743.000000,USD,7006.000000,USD,21019.000000,USD,290769.000000,USD,2023-06-01,2023-06-30,2023-05-16,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,dbac4c55eec13bd9b88575786ea528ba,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Wheat,Food Retailing,Retail,Retail,R_22ORD_FORET_USA_Bak_Whe5690,3769.000000,tonnes,1.500000,56.500000,%,3713.000000,tonnes,1.200000,44.600000,tonnes,1.100000,40.840000,%,142.000000,tonnes,3627.000000,tonnes,1350.000000,USD per tonnes,191614.000000,USD,5110.000000,USD,15329.000000,USD,212053.000000,USD,2022-07-01,2022-07-31,2022-06-13,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,a1a81209b096f4ed51501a24a000a71c,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Wheat,Food Retailing,Retail,Retail,R_23ORD_FORET_USA_Bak_Whe2596,4074.000000,tonnes,1.500000,61.100000,%,4013.000000,tonnes,1.200000,48.200000,tonnes,1.100000,44.150000,%,153.000000,tonnes,3921.000000,tonnes,1350.000000,USD per tonnes,207117.000000,USD,5523.000000,USD,16569.000000,USD,229210.000000,USD,2023-09-01,2023-09-30,2023-08-16,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,1a63c56b245970132a86905d6bbb18ed,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Wheat,Food Retailing,Retail,Retail,R_24ORD_FORET_USA_Bak_Whe5506,4934.000000,tonnes,1.500000,74.000000,%,4860.000000,tonnes,1.500000,72.900000,tonnes,1.200000,58.320000,%,205.000000,tonnes,4729.000000,tonnes,1350.000000,USD per tonnes,277050.000000,USD,7388.000000,USD,22164.000000,USD,306602.000000,USD,2024-02-01,2024-02-29,2024-01-15,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,90311c33038840e851672bd7395ca2f3,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Wheat,Food Retailing,Retail,Retail,R_23ORD_FORET_USA_Bak_Whe7294,4277.000000,tonnes,1.500000,64.200000,%,4213.000000,tonnes,1.500000,63.200000,tonnes,1.200000,50.560000,%,178.000000,tonnes,4099.000000,tonnes,1350.000000,USD per tonnes,240190.000000,USD,6405.000000,USD,19215.000000,USD,265811.000000,USD,2023-11-01,2023-11-30,2023-10-14,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,c068d402b1a56264947be1a89c54074e,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Wheat,Food Retailing,Retail,Retail,R_23ORD_FORET_USA_Bak_Whe9109,4008.000000,tonnes,1.500000,60.100000,%,3948.000000,tonnes,1.500000,59.200000,tonnes,1.200000,47.370000,%,167.000000,tonnes,3841.000000,tonnes,1350.000000,USD per tonnes,225047.000000,USD,6001.000000,USD,18004.000000,USD,249052.000000,USD,2023-02-01,2023-02-28,2023-01-14,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,067bea148d2164d424ab5c111be38724,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Wheat,Food Retailing,Retail,Retail,R_23ORD_FORET_USA_Bak_Whe6934,4277.000000,tonnes,1.500000,64.200000,%,4213.000000,tonnes,1.500000,63.200000,tonnes,1.200000,50.560000,%,178.000000,tonnes,4099.000000,tonnes,1350.000000,USD per tonnes,240190.000000,USD,6405.000000,USD,19215.000000,USD,265811.000000,USD,2023-10-01,2023-10-31,2023-09-16,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,da0a5b9bcd59a9bedb7cc426422eb7c1,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Wheat,Food Retailing,Retail,Retail,R_23ORD_FORET_USA_Bak_Whe1297,4008.000000,tonnes,1.500000,60.100000,%,3948.000000,tonnes,1.500000,59.200000,tonnes,1.200000,47.370000,%,167.000000,tonnes,3841.000000,tonnes,1350.000000,USD per tonnes,225047.000000,USD,6001.000000,USD,18004.000000,USD,249052.000000,USD,2023-03-01,2023-03-31,2023-02-12,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,894fbbee73bf56712abb8011ed2f2a44,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Wheat,Food Retailing,Retail,Retail,R_24ORD_FORET_USA_Bak_Whe1671,4934.000000,tonnes,1.500000,74.000000,%,4860.000000,tonnes,1.500000,72.900000,tonnes,1.200000,58.320000,%,205.000000,tonnes,4729.000000,tonnes,1350.000000,USD per tonnes,277050.000000,USD,7388.000000,USD,22164.000000,USD,306602.000000,USD,2024-03-01,2024-03-31,2024-02-14,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,f5bdc305b3649bba9118d21032eca353,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Wheat,Food Retailing,Retail,Retail,R_22ORD_FORET_USA_Bak_Whe5180,3807.000000,tonnes,1.500000,57.100000,%,3750.000000,tonnes,1.500000,56.300000,tonnes,1.200000,45.000000,%,158.000000,tonnes,3649.000000,tonnes,1350.000000,USD per tonnes,213796.000000,USD,5701.000000,USD,17104.000000,USD,236601.000000,USD,2022-12-01,2022-12-31,2022-11-14,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,e9dc2b924c74a5dfdd7323f5a35abd8e,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Wheat,Food Retailing,Retail,Retail,R_22ORD_FORET_USA_Bak_Whe1062,3699.000000,tonnes,1.500000,55.500000,%,3644.000000,tonnes,1.500000,54.700000,tonnes,1.200000,43.730000,%,154.000000,tonnes,3546.000000,tonnes,1350.000000,USD per tonnes,207735.000000,USD,5540.000000,USD,16619.000000,USD,229894.000000,USD,2022-01-01,2022-01-31,2021-12-14,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,c91c64e418caf8bee76d32c4b52e358d,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Wheat,Food Retailing,Retail,Retail,R_24ORD_FORET_USA_Bak_Whe9600,4934.000000,tonnes,1.500000,74.000000,%,4860.000000,tonnes,1.500000,72.900000,tonnes,1.200000,58.320000,%,205.000000,tonnes,4729.000000,tonnes,1350.000000,USD per tonnes,277050.000000,USD,7388.000000,USD,22164.000000,USD,306602.000000,USD,2024-01-01,2024-01-31,2023-12-17,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,55c7bb882ca99028ce35f443afd1e6d2,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Wheat,Food Retailing,Retail,Retail,R_23ORD_FORET_USA_Bak_Whe3327,4277.000000,tonnes,1.500000,64.200000,%,4213.000000,tonnes,1.500000,63.200000,tonnes,1.200000,50.560000,%,178.000000,tonnes,4099.000000,tonnes,1350.000000,USD per tonnes,240190.000000,USD,6405.000000,USD,19215.000000,USD,265811.000000,USD,2023-12-01,2023-12-31,2023-11-11,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,f4c3ef529bf443e9e5e2802c77c115a2,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Wheat,Food Retailing,Retail,Retail,R_23ORD_FORET_USA_Bak_Whe4054,4008.000000,tonnes,1.500000,60.100000,%,3948.000000,tonnes,1.500000,59.200000,tonnes,1.200000,47.370000,%,167.000000,tonnes,3841.000000,tonnes,1350.000000,USD per tonnes,225047.000000,USD,6001.000000,USD,18004.000000,USD,249052.000000,USD,2023-01-01,2023-01-31,2022-12-15,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,ba6a96c76a5f03029c0b2833001743e4,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Sugar,Food Retailing,Retail,Retail,R_22ORD_FORET_USA_Bak_Sug9577,386.000000,tonnes,1.500000,5.800000,%,380.000000,tonnes,1.600000,6.100000,tonnes,1.300000,4.940000,%,17.000000,tonnes,369.000000,tonnes,460.000000,USD per tonnes,7727.000000,USD,605.000000,USD,1814.000000,USD,10146.000000,USD,2022-07-01,2022-07-31,2022-06-14,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,4e0a2477a487a8fffa62d382d6ff8fdd,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Sugar,Food Retailing,Retail,Retail,R_23ORD_FORET_USA_Bak_Sug4191,395.000000,tonnes,1.500000,5.900000,%,389.000000,tonnes,1.600000,6.200000,tonnes,1.300000,5.060000,%,17.000000,tonnes,378.000000,tonnes,460.000000,USD per tonnes,7920.000000,USD,620.000000,USD,1859.000000,USD,10399.000000,USD,2023-09-01,2023-09-30,2023-08-12,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,541a42907cf07220c3977016ef41b16a,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Sugar,Food Retailing,Retail,Retail,R_22ORD_FORET_USA_Bak_Sug2656,41.000000,tonnes,1.500000,0.600000,%,41.000000,tonnes,1.600000,0.600000,tonnes,1.300000,0.530000,%,2.000000,tonnes,39.000000,tonnes,460.000000,USD per tonnes,824.000000,USD,64.000000,USD,193.000000,USD,1082.000000,USD,2022-03-01,2022-03-31,2022-02-14,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,fc353352a834dbf83041fc1092dbba14,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Sugar,Food Retailing,Retail,Retail,R_22ORD_FORET_USA_Bak_Sug2823,41.000000,tonnes,1.500000,0.600000,%,41.000000,tonnes,1.600000,0.600000,tonnes,1.300000,0.530000,%,2.000000,tonnes,39.000000,tonnes,460.000000,USD per tonnes,824.000000,USD,64.000000,USD,193.000000,USD,1082.000000,USD,2022-02-01,2022-02-28,2022-01-14,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,d8a61474b261da8fafd624edf7d6e6d6,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Sugar,Food Retailing,Retail,Retail,R_23ORD_FORET_USA_Bak_Sug6024,395.000000,tonnes,1.500000,5.900000,%,389.000000,tonnes,1.600000,6.200000,tonnes,1.300000,5.060000,%,17.000000,tonnes,378.000000,tonnes,460.000000,USD per tonnes,7920.000000,USD,620.000000,USD,1859.000000,USD,10399.000000,USD,2023-08-01,2023-08-30,2023-07-12,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,01ecdd7e03d0b7c15cb8587a7af707cd,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Sugar,Food Retailing,Retail,Retail,R_22ORD_FORET_USA_Bak_Sug2283,386.000000,tonnes,1.500000,5.800000,%,380.000000,tonnes,1.600000,6.100000,tonnes,1.300000,4.940000,%,17.000000,tonnes,369.000000,tonnes,460.000000,USD per tonnes,7727.000000,USD,605.000000,USD,1814.000000,USD,10146.000000,USD,2022-08-01,2022-08-31,2022-07-14,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,43c4d303ee9c18eb45d788c8921343ff,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Sugar,Food Retailing,Retail,Retail,R_22ORD_FORET_USA_Bak_Sug2606,386.000000,tonnes,1.500000,5.800000,%,380.000000,tonnes,1.600000,6.100000,tonnes,1.300000,4.940000,%,17.000000,tonnes,369.000000,tonnes,460.000000,USD per tonnes,7727.000000,USD,605.000000,USD,1814.000000,USD,10146.000000,USD,2022-09-01,2022-09-30,2022-08-12,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,50245a991580c6f8aff8c5196b3dfbfc,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Sugar,Food Retailing,Retail,Retail,R_23ORD_FORET_USA_Bak_Sug3506,395.000000,tonnes,1.500000,5.900000,%,389.000000,tonnes,1.600000,6.200000,tonnes,1.300000,5.060000,%,17.000000,tonnes,378.000000,tonnes,460.000000,USD per tonnes,7920.000000,USD,620.000000,USD,1859.000000,USD,10399.000000,USD,2023-07-01,2023-07-30,2023-06-11,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,5a7cbc3a75e0bc15ec99fc23fa079790,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Sugar,Food Retailing,Retail,Retail,R_23ORD_FORET_USA_Bak_Sug3481,432.000000,tonnes,1.500000,6.500000,%,425.000000,tonnes,1.800000,7.700000,tonnes,1.300000,5.530000,%,20.000000,tonnes,412.000000,tonnes,460.000000,USD per tonnes,9040.000000,USD,708.000000,USD,2123.000000,USD,11870.000000,USD,2023-10-01,2023-10-31,2023-09-13,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,4b107984db25d5840aea8b6b98c844cb,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Sugar,Food Retailing,Retail,Retail,R_24ORD_FORET_USA_Bak_Sug5145,451.000000,tonnes,1.500000,6.800000,%,445.000000,tonnes,2.000000,8.900000,tonnes,1.300000,5.780000,%,21.000000,tonnes,430.000000,tonnes,460.000000,USD per tonnes,9864.000000,USD,772.000000,USD,2316.000000,USD,12952.000000,USD,2024-02-01,2024-02-29,2024-01-13,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,105c86cad13cc46d496713437c086892,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Sugar,Food Retailing,Retail,Retail,R_24ORD_FORET_USA_Bak_Sug7741,451.000000,tonnes,1.500000,6.800000,%,445.000000,tonnes,2.000000,8.900000,tonnes,1.300000,5.780000,%,21.000000,tonnes,430.000000,tonnes,460.000000,USD per tonnes,9864.000000,USD,772.000000,USD,2316.000000,USD,12952.000000,USD,2024-03-01,2024-03-31,2024-02-11,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,0902c5df133492b4de895cd40914a0f5,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Sugar,Food Retailing,Retail,Retail,R_23ORD_FORET_USA_Bak_Sug9970,432.000000,tonnes,1.500000,6.500000,%,425.000000,tonnes,1.800000,7.700000,tonnes,1.300000,5.530000,%,20.000000,tonnes,412.000000,tonnes,460.000000,USD per tonnes,9040.000000,USD,708.000000,USD,2123.000000,USD,11870.000000,USD,2023-12-01,2023-12-31,2023-11-15,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
O&S USA,One Shop,32059df17991c0eb5b7302b4f4910866,OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Sugar,Food Retailing,Retail,Retail,R_23ORD_FORET_USA_Bak_Sug2032,389.000000,tonnes,1.500000,5.800000,%,383.000000,tonnes,2.000000,7.700000,tonnes,1.300000,4.980000,%,18.000000,tonnes,371.000000,tonnes,460.000000,USD per tonnes,8504.000000,USD,666.000000,USD,1997.000000,USD,11166.000000,USD,2023-02-01,2023-02-28,2023-01-14,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management Inc,Waste Management and Remediation Services,Estimated,,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15T14:05:40Z,Shubhra Priyadarshini,Demo_Data,Retail,Idea_Azure
