D_N_M_Emission,D_N_M_Row_Checksum,Do_N_M_Modifiedon,Name,Scope,Emissions_Source,Activity_type,Calculation_date,Transaction_date,Consumption_start_date,Consumption_end_date,Country_Region,Organizational_unit,Facility,Source,Latitude,Longitude,CH4,CH4_unit,CO2,CO2_unit,N2O,N2O_unit,CO2E,CO2E_unit,Ismarketbased,Isbiogenic,Emission_factor,Factor_mapping,Adjusted_activity_quantity,Adjusted_activity_quantity_unit,Origin_correlation_ID,Industry
a34a6f73-e117-ef11-840a-002248d4f085,XcKhd/yQP8Imp8uDl3UG35/xLqzjmQBSt17SdUtcsEWIZ2+QKC/PE2z3nPIp49zTdJTwjd7KbhofAkbdwMJbMg==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,13-02-2023,01-03-2023,31-03-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,10500,kg,420,kg,25704,g,270579.792,kg,No,No,Landfilled,Landfilled,168,tonnes,e29a11ae64a23c2610586433492fbfc2,Retail
831b2977-e117-ef11-840a-7c1e5205d72d,kVmk9SLCmg9bN1wOwOsOGZ9GsP1je789wJqyM1bhaiJtyohiwN7nTVRgiee11dfGhDEQB0B/zpFWhDVEUD320w==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,12-06-2023,01-07-2023,30-07-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,4187.5,kg,167.5,kg,10251,g,107909.798,kg,No,No,Landfilled,Landfilled,67,tonnes,106870e55db63b0d8012743703905c51,Retail
cd020277-e117-ef11-840a-6045bde848a8,WLOhn8OTVPZxIT8FwJxsFD9+iQOl9Gb8ii00h4OM7QHhsDBzBn6mxTMMdwKUlw6dmqM9JAYDDc8N5XpZv5T5lg==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,14-01-2023,01-02-2023,28-02-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,10500,kg,420,kg,25704,g,270579.792,kg,No,No,Landfilled,Landfilled,168,tonnes,ca016bdad1ef2fb8cd216e2804bb382b,Retail
f84a6f73-e117-ef11-840a-002248d4f085,PCl4C4ZIUFrEC+x7B1Llu9BOh6BuynrLzPXgm+Ii0KvwzChLfk8IPtJP1yAO4ENDaQv8AD/OpP0R0vYRJ9lzaQ==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,15-12-2023,01-01-2024,31-01-2024,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,4625,kg,185,kg,11322,g,119183.956,kg,No,No,Landfilled,Landfilled,74,tonnes,027d65b2937e1386d9ce6bd40751ba78,Retail
6bdc8879-e117-ef11-840a-6045bdcf29a6,8F3sYAAxFt3t7bopvNNsVAXZzcFKoyqFvZqFTsS08+hXJU1ZvjCF2V11gOVxsnQnIBY6F7Qlg8J2lP8CwDW0iA==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Composted,22-05-2024,15-10-2023,01-11-2023,30-11-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,3.9,kg,32.5,kg,2.6,kg,904.8,kg,No,No,Composted,Composted,13,tonnes,685274a4af6f50ebfa8af30eba8b8ad3,Retail
ccd6277a-e117-ef11-840a-6045bdaf1fd6,DMvxKYZO/V5a24QPAJMezqWJjSzAg/MswKrWmdD6j9oRwlXxySl3Y5Vi4wC8ve8r+AQ2KXfrMcgpaoYk6/LMUA==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,14-12-2023,01-01-2024,31-01-2024,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,9625,kg,385,kg,23562,g,248031.476,kg,No,No,Landfilled,Landfilled,154,tonnes,1a5659e01aeb9149bafc6e3c8d3a86c3,Retail
6758047c-e117-ef11-840a-002248d4d4f0,+oqzosfTldtPktD6221Exn5AFX2CB1r7b7mJQZVtwZhFm//Ws57OArz6e/8s6+m3gdLj1pog0z5nlSehMgQHvQ==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,15-04-2023,01-05-2023,30-05-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,1250,kg,50,kg,3060,g,32211.88,kg,No,No,Landfilled,Landfilled,20,tonnes,5c790e29a51284280a105d06cfc41186,Retail
775c2874-e117-ef11-840a-6045bdaf1fd6,UsEDqCzbzbQSU7z/o0lVDb8ee5WgazvUVqJPwsw5iR6ur5ZicxbcjxpHRTKjljJJ2efmflEIVw4FscCMuGY4OQ==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,13-12-2023,01-01-2024,31-01-2024,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,2687.5,kg,107.5,kg,6579,g,69255.542,kg,No,No,Landfilled,Landfilled,43,tonnes,1c8f52c05a73b123a4bf0db1530e7aef,Retail
c24a6f73-e117-ef11-840a-002248d4f085,Rmbhs0fqpguKg7aXnkC8vy1k2iMuR40yLjqCIHVwh1TcnlfuXRgLLDwG1oZgZmFgFn2tAc8Xguk5fwH8+EAs3g==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,17-12-2021,01-01-2022,31-01-2022,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,7875,kg,315,kg,19278,g,202934.844,kg,No,No,Landfilled,Landfilled,126,tonnes,0b21b2cf055fc1032ca17de4cba6ddfc,Retail
1e1b2977-e117-ef11-840a-7c1e5205d72d,RxghqJDxMZ387Z48YlmKJERWQLSagqLdg1GqHJj9LYesLeEZuW7sO/0DIngRqBYR4eZR4PB7x2pO0QLKfvABPw==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,12-02-2023,01-03-2023,31-03-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,1125,kg,45,kg,2754,g,28990.692,kg,No,No,Landfilled,Landfilled,18,tonnes,0d1bdb3a46d26431894f8fe0370dab9f,Retail
e24a6f73-e117-ef11-840a-002248d4f085,nyOdnyfSictJ+WlcWuxCKfQvy6szXCOMlBkvCtRCVpjlHtWe1H8GC6Mot2ciD0smlGKKHSQ7AhzzAHIEnGPn/w==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,12-01-2022,01-02-2022,28-02-2022,USA,One Shop,O&S USA,Waste Management Inc,0,0,22000,kg,880,kg,53856,g,566929.088,kg,No,No,Landfilled,Landfilled,352,tonnes,5fc3abc4416c4ab4fb445b9b8b08afc4,Retail
7c1b2977-e117-ef11-840a-7c1e5205d72d,NAK8hHUQwKWuFwEItZL9zVHUK4ziqiip69GlirjXV6+wz4fu2SgisBytTXoU9SwbYM5fitJBSgkdnWBBfuq89Q==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,14-03-2023,01-04-2023,30-04-2023,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,38.7,kg,322.5,kg,25.8,kg,8978.4,kg,No,No,Composted,Composted,129,tonnes,e7287cac92d16abc95abc5c221e014e9,Retail
7e58047c-e117-ef11-840a-002248d4d4f0,IuxghyJCyF7D+G+Tv3TgoI1paG9K8oXjXNcUi9AWNWAlTx9ahx/j0HMr4ZBiYBm+5s3nFmsSLolr/bxNVz24Zw==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,12-12-2022,01-01-2023,31-01-2023,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,12,kg,100,kg,8,kg,2784,kg,No,No,Composted,Composted,40,tonnes,266c9088e996f9de75cd39d851aec4e8,Retail
8358047c-e117-ef11-840a-002248d4d4f0,/ErRJcfxEwHRxUcluB81Be76cx16XmdPG7GaZnPjaBgH7LzzRB5akmdyDru1gi7i5+ud2oNYrrii4gX89V0Gsw==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,16-09-2023,01-10-2023,31-10-2023,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,7562.5,kg,302.5,kg,18513,g,194881.874,kg,No,No,Landfilled,Landfilled,121,tonnes,fd1af460328df87cef1658526bd14625,Retail
a74a6f73-e117-ef11-840a-002248d4f085,mr3hB5yX+a9mCWif1przhBdQoWos6fFAhiPojZGsKLa9HMZhBIkp1Qf7nb/Z3rtrbJ/Zo7mk2AeDJwjFJKtHmQ==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,14-04-2023,01-05-2023,30-05-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,1375,kg,55,kg,3366,g,35433.068,kg,No,No,Landfilled,Landfilled,22,tonnes,d9bf8efacd4f36d75611695a912a9b60,Retail
6ceadf74-e117-ef11-840a-6045bdaef7dd,ozShUuU4MIsj7CI/obd0a0ep7NZL+iMJW8HZBp+FBF4rEH3OYhhRaOecWUOdIS3k9/7UHGM3sml7FxQ9wQeYTQ==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,11-04-2022,01-05-2022,31-05-2022,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,62.5,kg,2.5,kg,153,g,1610.594,kg,No,No,Landfilled,Landfilled,1,tonnes,196e695e2c843a7daf79beec71fd9c9e,Retail
5c1b2977-e117-ef11-840a-7c1e5205d72d,EKizZBzt+HpwAroNJkGRUxQoPwbwQWoBGFQgygMBXAd/9ENmTH5O+4bg0tyN0bEjo11ic/fdw7p5fVx8D/Upbw==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,11-04-2023,01-05-2023,30-05-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,4812.5,kg,192.5,kg,11781,g,124015.738,kg,No,No,Landfilled,Landfilled,77,tonnes,6223df09e5d26cac3c742134b6c81650,Retail
b6872874-e117-ef11-840a-7c1e520f31c6,uxV5oK2GGjvfYWk5ZtRuVuWbOgLk3aFPcHY9yCqQAwdflhg4vomdTr2ULnAjqvHGuO9t8E6W8hWVqEhoe5wC8A==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,13-01-2024,01-02-2024,29-02-2024,USA,One Shop,O&S USA,Waste Management Inc,0,0,17687.5,kg,707.5,kg,43299,g,455798.102,kg,No,No,Landfilled,Landfilled,283,tonnes,68864a0723bb401616d1a294c0bd80b9,Retail
73eadf74-e117-ef11-840a-6045bdaef7dd,kxBRGLyzjKT9zdAeajxOxiCChLisJODQRFkqNWBgMakdJVe7+2GpUzUqPbttWYp4CoteZsu/OJdIFdT6FqplqQ==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,12-12-2022,01-01-2023,31-01-2023,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,37.5,kg,312.5,kg,25,kg,8700,kg,No,No,Composted,Composted,125,tonnes,65a73301007b0e67aa56518ffa5b6d7e,Retail
ced6277a-e117-ef11-840a-6045bdaf1fd6,Z38O3GhI33KARfnyf+bGGh0/VfPevLljiKZ6FzxO58OCTAtJ2xs1zH48ruzhkPa+U2eAk9pAwv4BB6iOk8Gucg==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,09-02-2023,01-03-2023,31-03-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,1375,kg,55,kg,3366,g,35433.068,kg,No,No,Landfilled,Landfilled,22,tonnes,be5b0cb3bc4af52892dbc5ee62468780,Retail
c6c3db7a-e117-ef11-840a-6045bdaef7dd,2+rTPPIXdIAdG2KJrkYjWcr9CU9m+QMopqvyEpSnKasjwUBjdSTxoWEvFuaWlrZKKU1beeMPSDh6lc6w7LAwqw==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,11-11-2023,01-12-2023,31-12-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,4875,kg,195,kg,11934,g,125626.332,kg,No,No,Landfilled,Landfilled,78,tonnes,db3fa9afd632e71837130376bd8b027a,Retail
5eeadf74-e117-ef11-840a-6045bdaef7dd,P59oi3jtJb7UixaqlBXxTMzpr37yk++1kkz2yrzq2XEgWkxTUS7+sddLnxqs+tPFpIV+2qV86jCJvMLO5uWVBg==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,13-07-2023,01-08-2023,30-08-2023,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,2500,kg,100,kg,6120,g,64423.76,kg,No,No,Landfilled,Landfilled,40,tonnes,be67d372d98146ff9c5dc3dd1fb229df,Retail
f24a6f73-e117-ef11-840a-002248d4f085,eewy4KE0pLSm2Wmzr8d2svkpWT63TAptSqZl5a9ThjgHgnKOvy7Sk3U9d1cxC+PIEiqOI+pXXlhVpO62jq/Yfg==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Landfilled,22-05-2024,17-01-2024,01-02-2024,29-02-2024,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,111625,kg,4465,kg,273258,g,2876520.884,kg,No,No,Landfilled,Landfilled,1786,tonnes,84f45f4a7725536e815aab6ea7831d61,Retail
68dc8879-e117-ef11-840a-6045bdcf29a6,PEuDZMkh5ugphKOvJTFOueTNA9bjtMOUi50macyugcH0sQGv7CCnxB08e640qu0MbtkdKHAGcrNDsws/t88Zwg==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,12-05-2022,01-06-2022,30-06-2022,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,2625,kg,105,kg,6426,g,67644.948,kg,No,No,Landfilled,Landfilled,42,tonnes,4a7493d14164fdabb1ea0783fcb88e0e,Retail
cbc3db7a-e117-ef11-840a-6045bdaef7dd,eUqQJHoTe3RXIA5soCrzja0ML2amghbLOMLZ38R5k1m0GKnpLsrVcvKcAzF+NRG/ELAuijbTU67/5bImtp24og==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,12-03-2023,01-04-2023,30-04-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,4125,kg,165,kg,10098,g,106299.204,kg,No,No,Landfilled,Landfilled,66,tonnes,69103eea8ec44c0c38e5f7aad5581318,Retail
261b2977-e117-ef11-840a-7c1e5205d72d,Bp/9TQDX0qc0DiC39QBjLnX10RByq9xS7oE5GdIChsl68onNpUWFq3Gy/5vb1AP6tUPqbusyn8N5zqv072mViQ==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Landfilled,22-05-2024,12-01-2022,01-02-2022,28-02-2022,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,937.5,kg,37.5,kg,2295,g,24158.91,kg,No,No,Landfilled,Landfilled,15,tonnes,1a11464ccdd10fd79c28e08027922186,Retail
90e2bd6f-e117-ef11-840a-002248d4d4f0,7ofZUR+VD9z+4dqbCQRHhnuuRm6ZcQ4hSI2SkhTQF4tmVPOLpB7yrhky5fZvlK9gxj0Dxe/eVm9/Td+V+L0Jtw==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,13-11-2022,01-12-2022,31-12-2022,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,39,kg,325,kg,26,kg,9048,kg,No,No,Composted,Composted,130,tonnes,72335ae7d140a838d43225f03d5df60e,Retail
b54a6f73-e117-ef11-840a-002248d4f085,ttXzDjc6pUW8PUeQ667/G+iefyO5SHESaFct4R58cIixVob5uTSDmO5jNqL7jVrDOb6vktOAiidSQLcDtMufZA==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,12-07-2022,01-08-2022,31-08-2022,USA,One Shop,O&S USA,Waste Management Inc,0,0,4875,kg,195,kg,11934,g,125626.332,kg,No,No,Landfilled,Landfilled,78,tonnes,e8f5d04b73eed2bd8ce5ec1a378c305c,Retail
bac42671-e117-ef11-840a-7c1e5205d72d,7O/MsE4CWCtZ8XJdIjJXf/X8ajtZHUTosSRgwXWwWtP4hYzcvVHth3Vu+jsluz4I6wPi4eZLxcXmYyI/t7rwKg==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Landfilled,22-05-2024,12-03-2022,01-04-2022,30-04-2022,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,26375,kg,1055,kg,64566,g,679670.668,kg,No,No,Landfilled,Landfilled,422,tonnes,a153099ac75f6f0ecfa0ab9287d1c39f,Retail
5aeadf74-e117-ef11-840a-6045bdaef7dd,J/vVI9JSwOISVjg+xzAbvZtoDJCpyrjR6P+aAPlqYkqcOerNJWMXh8AyWdyGEBS/ZUZpR4B+YQpicMlQRpkPGA==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,13-12-2023,01-01-2024,31-01-2024,USA,One Shop,O&S USA,Waste Management Inc,0,0,22437.5,kg,897.5,kg,54927,g,578203.246,kg,No,No,Landfilled,Landfilled,359,tonnes,49def50b51b4d1b55c6ed327422721e7,Retail
7ceadf74-e117-ef11-840a-6045bdaef7dd,akxBPsURPADzXljdCI04tbt1CC33wYJ/j1m3SMBZqTV4dR0c8r2F7hR5eS3IKav8gF5nGbzaEQkFlhd0GI479A==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,13-06-2022,01-07-2022,31-07-2022,USA,One Shop,O&S USA,Waste Management Inc,0,0,4687.5,kg,187.5,kg,11475,g,120794.55,kg,No,No,Landfilled,Landfilled,75,tonnes,bf50d109e00a8df4e3dabb8e458c7843,Retail
f43f4278-e117-ef11-840a-6045bde823ec,C99ctVS5GtzWV0zbGjNLSYg4xSGLTP9X2y8rvM3ZpEwytmmWp6FBqM75FBXASAwgFhBNRofqFs7QouSIyLRNJw==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,12-09-2022,01-10-2022,31-10-2022,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,0.9,kg,7.5,kg,0.6,kg,208.8,kg,No,No,Composted,Composted,3,tonnes,f2c4c2450ae4453debe2860653174627,Retail
701b2977-e117-ef11-840a-7c1e5205d72d,objoV42VxQCEa1QqhvvSrEWR2JQ54tocSzUj8xRxJX1yfFpBNbKIY5UfayFVn/YlIFK3Lr8V6qDmHxgoO63qsw==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,12-05-2022,01-06-2022,30-06-2022,USA,One Shop,O&S USA,Waste Management Inc,0,0,4375,kg,175,kg,10710,g,112741.58,kg,No,No,Landfilled,Landfilled,70,tonnes,b2cd2fd91f230f7119c8de79ee5a7f3c,Retail
7c5c2874-e117-ef11-840a-6045bdaf1fd6,nt/gWYJbiGhDTfWp6gJPI6W4oNkJ+walOYbkqCYfNzvC7yJAS7OJa2krTLkN00r54UrPlFkIimo+vRUVioJPDA==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,11-04-2023,01-05-2023,30-05-2023,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,39,kg,325,kg,26,kg,9048,kg,No,No,Composted,Composted,130,tonnes,fbfbdca0a700e0cb1f06842bcbb2732c,Retail
74eadf74-e117-ef11-840a-6045bdaef7dd,o4Ujp9Zq4hbnmHNVGzoYIKag+b6oyvi4zNmO2UyVEO30cSozyAqyq786Z953TpG3/2L170JZeYb7JecZPOenjA==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,16-08-2023,01-09-2023,30-09-2023,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,43.5,kg,362.5,kg,29,kg,10092,kg,No,No,Composted,Composted,145,tonnes,c8866ec8da3d7057f8095e319b12421d,Retail
76eadf74-e117-ef11-840a-6045bdaef7dd,e/+Wh1XhWoLkvNCMLekbuX4l1do1FcJzvWBsJVHO9sCJmBX7+r/XeN2jLOCzLXMx8epZXe4KQhi5zULQG6rPLw==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,13-10-2022,01-11-2022,30-11-2022,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,4375,kg,175,kg,10710,g,112741.58,kg,No,No,Landfilled,Landfilled,70,tonnes,1bf77b0dcb27f7492fd3ddbc29acdf6e,Retail
d34a6f73-e117-ef11-840a-002248d4f085,2Lh7B/anCiYVdXMoi007tGPoLpaOst+IYs6BdSwm3Jml4gGbSKgNXvVShQhm/zSQiGpG/j1peVSXkHfqMFaorg==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,14-04-2023,01-05-2023,30-05-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,1437.5,kg,57.5,kg,3519,g,37043.662,kg,No,No,Landfilled,Landfilled,23,tonnes,9772e3f29fa03552dbc72ac54879ec27,Retail
f14a6f73-e117-ef11-840a-002248d4f085,nouP/PwIMGbX+DMtMnlIslb8Dn1E5EVPj8wxLUEqZ/MYZxwJ1kgenQiV0YGWCE9Cwj4jjerJiR1aIbzGHuBSKw==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,14-10-2023,01-11-2023,30-11-2023,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,7562.5,kg,302.5,kg,18513,g,194881.874,kg,No,No,Landfilled,Landfilled,121,tonnes,72b031901dcdb6290cd63a3a2334d45e,Retail
6b1b2977-e117-ef11-840a-7c1e5205d72d,wzVT9l72GZqhY5b2qU+tYUI+NhYqAqLv317HYyZGi5siQKU2mqs8q70a/PsVEgHjcWiQwYgXRcoazTfDmWI0yQ==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,14-01-2024,01-02-2024,29-02-2024,USA,One Shop,O&S USA,Waste Management Inc,0,0,1125,kg,45,kg,2754,g,28990.692,kg,No,No,Landfilled,Landfilled,18,tonnes,7176fc14c7ef4d23f3b8c10640dec8b8,Retail
76e2bd6f-e117-ef11-840a-002248d4d4f0,mWburwprJYy302MCDMa2BPObkovcQXCUUFTcQDfnp052U7y0vp4E8hOK/Qzitncq+pNvSzkegOivf00hXo/3PA==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,16-10-2022,01-11-2022,30-11-2022,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,3562.5,kg,142.5,kg,8721,g,91803.858,kg,No,No,Landfilled,Landfilled,57,tonnes,9ca5ce34f33a4da3e5e21b1c04680904,Retail
62eadf74-e117-ef11-840a-6045bdaef7dd,xXrZUiYssOKihbfZHAPqroOMV3oN/jkUryigrcbAt/nX8VJYkqGAONl1J4xKehWyMicTVqYKDUmzBHLvukxPxg==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,11-04-2023,01-05-2023,30-05-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,13250,kg,530,kg,32436,g,341445.928,kg,No,No,Landfilled,Landfilled,212,tonnes,b18c8c3ff38033b2afd896b96617ceeb,Retail
5ddc8879-e117-ef11-840a-6045bdcf29a6,n8tpxTAgAoSsdCLIl0ixTwcvNWIjQYrgWqw99GYsKsKOTJ1oEfOyV3dKPlBVNrCl+Mt3C//ROD2K2EcQ856efQ==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,11-06-2023,01-07-2023,30-07-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,1625,kg,65,kg,3978,g,41875.444,kg,No,No,Landfilled,Landfilled,26,tonnes,e0cf5db7b7c8c4034578df37666316d4,Retail
a1e2bd6f-e117-ef11-840a-002248d4d4f0,SSIzQU14TTt7k4sX88kWb2fs68zUcv3cZyPBmaQWzL9UzpSzX/VJwOi1yEPVSEmSVSx12svRHZu+Mte4EIGvmA==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,15-07-2023,01-08-2023,30-08-2023,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,0.6,kg,5,kg,0.4,kg,139.2,kg,No,No,Composted,Composted,2,tonnes,d8b90e512064f34abb1cc2affac8ae1a,Retail
b8c42671-e117-ef11-840a-7c1e5205d72d,Om/r6Cm0301+GW0CJXKZD8p30KViYBEGGXB1U0NCOhfup5CWvfLQ4ItytPbLVDxqTUUV/9P0vxOHsazifbviWg==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,14-04-2022,01-05-2022,31-05-2022,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,0,kg,0,kg,0,g,0,kg,No,No,Landfilled,Landfilled,0,tonnes,8cfcda6fee7f7c169fe7732e36debb63,Retail
d84a6f73-e117-ef11-840a-002248d4f085,Fb73t4MSrmxncT6U0uMCfwNxHKQWJzU1Sps2YepdZdBw6v/xUfzyAvA2Np+Ol6VOLEr58/D4wpWQw+5eD3bCew==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,14-07-2023,01-08-2023,30-08-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,6187.5,kg,247.5,kg,15147,g,159448.806,kg,No,No,Landfilled,Landfilled,99,tonnes,48e0e154df57a2227d3c68685457e9ac,Retail
d4d6277a-e117-ef11-840a-6045bdaf1fd6,q0DUYiqjXBT2lGHiUkoNvD0erD2J7vUKn1zQg7v10ctlBGEbfy9KgRmxpmX4WHm+zcPGyMa82INJfssBsoDIxg==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Composted,22-05-2024,13-05-2023,01-06-2023,30-06-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,3.9,kg,32.5,kg,2.6,kg,904.8,kg,No,No,Composted,Composted,13,tonnes,c4062de909d443211a611e8125cadd4f,Retail
bbc3db7a-e117-ef11-840a-6045bdaef7dd,cj3uNMRUOItmIaUYqU89gp8ey3OgDYGmfEis8e39p8oNRoKwlTibu9EFqk4sdje6txciw1xaAdaAE46x1VHMdA==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,15-06-2022,01-07-2022,31-07-2022,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,13.2,kg,110,kg,8.8,kg,3062.4,kg,No,No,Composted,Composted,44,tonnes,89c53894a0b306a138ba2093cd3c530e,Retail
8f872874-e117-ef11-840a-7c1e520f31c6,ZUgZiu25p2yHs4pO1lkgDcarzwyb4mib38ku02mA1onZMcGn2XpxH9TTmrFGcpcvH3JlGVepidV4ES+KBKzW5Q==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,12-04-2023,01-05-2023,30-05-2023,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,12.6,kg,105,kg,8.4,kg,2923.2,kg,No,No,Composted,Composted,42,tonnes,9079fc43f40b7a254ff30beeb01fa854,Retail
