"ORIGIN_CORRELATION_ID","BU_UNIT_IDN","FACILITY_IDN","PRODUCT_CATEGORY_CODE","PRODUCT_CATEGORY","MATERIAL","INDUSTRIAL_PROCESS_TYPE","VALUE_CHAIN_PARTNER","PRCSS_DESC_TEXT","INDUSTRY_TYP_CDE","ORDER_IDN","QNTY_RECVD_NUM","QNTY_RECVD_NUM_UNIT","ALLWD_FOOD_WASTGE_LVL_PRCNT_NUM","ALLWD_FOOD_WASTGE_LVL_QTY_NUM","ALLWD_FOOD_WASTGE_LVL_QTY_NUM_UNIT","IDEAL_RETL_OUTPUT_NUM","IDEAL_RETL_OUTPUT_NUM_UNIT","FOOD_EXPRD_PRCNT_NUM","QNTY_OF_FOOD_EXPRD_NUM","QNTY_OF_FOOD_EXPRD_NUM_UNIT","OTHER_FOOD_WASTE_PRCNT_NUM","QNTY_OTHER_FOOD_WASTE_NUM","QNTY_OTHER_FOOD_WASTE_NUM_UNIT","WASTE_QUANTITY","WASTE_QUANTITY_UNIT","FOOD_PRCSSNG_STGE_OUTPT_NUM","FOOD_PRCSSNG_STGE_OUTPT_NUM_UNIT","INGRDNT_COST_NUM","INGRDNT_COST_NUM_UNIT","CALCLTD_WASTGE_COST_NUM","CALCLTD_WASTGE_COST_NUM_UNIT","WASTE_COLLCTN_COST_NUM","WASTE_COLLCTN_COST_NUM_UNIT","WASTE_TRTMNT_COST_NUM","WASTE_TRTMNT_COST_NUM_UNIT","COST","COST_UNIT","CONSUMPTION_START_DATE","CONSUMPTION_END_DATE","TRANSACTION_DATE","WASTE_GENRTN_PRCSS_TYP","WASTE_GENRTN_PRCSS_CATGRY","WASTE_DIVRSN_METHD_CDE","WASTE_DIVRSN_METHD_SUB_TYP_CDE","WASTE_DIVRSN_SITE_TYP_CDE","HAZRD_TYP_CDE","DISPOSAL_METHOD","SPEND_TYPE","DATA_QUALITY_TYPE","EVIDENCE","EVIDENCE_TXT_2","EVIDENCE_TXT_3","FRST_LOAD_TME","FRST_LOAD_UPTD_BY","LST_UPDT_TME","LST_UPDT_BY","SRC_INFO","INDUSTRY","PLATFORM_TYPE","COMPONENT_ID","FACILITY","ORGANIZATIONAL_UNIT"
"937f938112d688009a5d9f1ab7a6558f_IDEA_AZURE",OSG_FORET001,OS_GER0001,O&S_Pant001,Pantry Essentials,Soyabean Oil,Food Retailing,Bio Service Nord,Retail,Retail,R_22ORD_FORET_GER_Pan_Soy8217,270.00,tonnes,1.50,4.00,%,266.00,tonnes,2.00,5.30,tonnes,1.40,3.72,%,13.00,tonnes,257.00,tonnes,1360.00,USD per tonnes,17797.00,USD,471.00,USD,4711.00,USD,22979.00,USD,2022-08-01,2022-08-31,2022-07-12,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
"3a6de59bc48ccf541f934c7f463803c6_IDEA_AZURE",OSG_FORET001,OS_USA0001,O&S_Snac001,Snack,Milk Solids,Food Retailing,Waste Management Inc,Retail,Retail,R_22ORD_FORET_USA_Sna_Mil9594,569.00,tonnes,1.50,8.50,%,560.00,tonnes,1.50,8.40,tonnes,1.50,8.40,%,25.00,tonnes,543.00,tonnes,6640.00,USD per tonnes,168265.00,USD,912.00,USD,2737.00,USD,171914.00,USD,2022-11-01,2022-11-30,2022-10-12,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
"4af70138bdfa9d4cc1db78c6bd72e65a_IDEA_AZURE",OSG_FORET001,OS_CHI0001,O&S_SeaF001,Sea Food,Lobster,Food Retailing,Zhejiang Weiming Environment Protection Co. Ltd,Retail,Retail,R_23ORD_FORET_CHI_Sea_Lob7152,1191.00,tonnes,1.50,17.90,%,1174.00,tonnes,1.30,15.30,tonnes,1.30,15.26,%,48.00,tonnes,1143.00,tonnes,35160.00,USD per tonnes,1701170.00,USD,1742.00,USD,5225.00,USD,1708140.00,USD,2023-08-01,2023-08-30,2023-07-16,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S China,One Shop
efa9e53363769719173909bddeffa3ff_IDEA_AZURE,OSG_FORET001,OS_USA0001,O&S_Snac001,Snack,Sugar,Food Retailing,Waste Management Inc,Retail,Retail,R_22ORD_FORET_USA_Sna_Sug2467,460.00,tonnes,1.50,6.90,%,453.00,tonnes,1.80,8.20,tonnes,1.10,4.98,%,20.00,tonnes,440.00,tonnes,460.00,USD per tonnes,9217.00,USD,721.00,USD,2164.00,USD,12103.00,USD,2022-09-01,2022-09-30,2022-08-15,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
"759550ad0fa2e86b5384f40925a6ebbe_IDEA_AZURE",OSG_FORET001,OS_GER0001,O&S_Fres001,Fresh Produce,Lettuce,Food Retailing,Bio Service Nord,Retail,Retail,R_23ORD_FORET_GER_Fre_Let8396,3840.00,tonnes,1.50,57.60,%,3783.00,tonnes,1.60,60.50,tonnes,1.10,41.61,%,160.00,tonnes,3680.00,tonnes,2770.00,USD per tonnes,442461.00,USD,5750.00,USD,17251.00,USD,465463.00,USD,2023-02-01,2023-02-28,2023-01-13,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
"08227ec0654aa063ea71c550a70c2796_IDEA_AZURE",OSG_FORET001,OS_CHI0001,O&S_Puls001,Pulses and Cereals,Sugar,Food Retailing,Zhejiang Weiming Environment Protection Co. Ltd,Retail,Retail,R_23ORD_FORET_CHI_Pul_Sug1580,236.00,tonnes,1.50,3.50,%,232.00,tonnes,1.20,2.80,tonnes,1.50,3.49,%,10.00,tonnes,226.00,tonnes,460.00,USD per tonnes,4515.00,USD,353.00,USD,1060.00,USD,5928.00,USD,2023-05-01,2023-05-30,2023-04-14,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S China,One Shop
"04c90590c6d74a5f3fa07023728cb0f4_IDEA_AZURE",OSG_FORET001,OS_CHI0001,O&S_SeaF001,Sea Food,Lobster,Food Retailing,Zhejiang Weiming Environment Protection Co. Ltd,Retail,Retail,R_23ORD_FORET_CHI_Sea_Lob9534,1191.00,tonnes,1.50,17.90,%,1174.00,tonnes,1.30,15.30,tonnes,1.30,15.26,%,48.00,tonnes,1143.00,tonnes,35160.00,USD per tonnes,1701170.00,USD,1742.00,USD,5225.00,USD,1708140.00,USD,2023-09-01,2023-09-30,2023-08-17,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S China,One Shop
"19e0bb83a81965e0f9d34bb851dc6df5_IDEA_AZURE",OSG_FORET001,OS_GER0001,O&S_Beve001,Beverages,Sugar,Food Retailing,Bio Service Nord,Retail,Retail,R_23ORD_FORET_GER_Bev_Sug4273,108.00,tonnes,1.50,1.60,%,106.00,tonnes,2.00,2.10,tonnes,1.30,1.38,%,5.00,tonnes,103.00,tonnes,460.00,USD per tonnes,2360.00,USD,185.00,USD,1847.00,USD,4392.00,USD,2023-11-01,2023-11-30,2023-10-15,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
"18b3b54311548a62070fff7495741945_IDEA_AZURE",OSG_FORET001,OS_USA0001,O&S_Dair001,Dairy And Eggs,Eggs,Food Retailing,Waste Management Inc,Retail,Retail,R_22ORD_FORET_USA_Dai_Egg9376,457.00,tonnes,1.50,6.90,%,451.00,tonnes,1.60,7.20,tonnes,1.30,5.86,%,20.00,tonnes,437.00,tonnes,4840.00,USD per tonnes,96442.00,USD,717.00,USD,7173.00,USD,104332.00,USD,2022-02-01,2022-02-28,2022-01-16,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
b11b5cf7c18923df20f63439623ce872_IDEA_AZURE,OSG_FORET001,OS_CHI0001,O&S_Puls001,Pulses and Cereals,Red Kidney Beans,Food Retailing,Zhejiang Weiming Environment Protection Co. Ltd,Retail,Retail,R_22ORD_FORET_CHI_Pul_Red3999,612.00,tonnes,1.50,9.20,%,603.00,tonnes,1.60,9.70,tonnes,1.30,7.84,%,27.00,tonnes,586.00,tonnes,1370.00,USD per tonnes,36553.00,USD,961.00,USD,2882.00,USD,40395.00,USD,2022-03-01,2022-03-31,2022-02-14,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S China,One Shop
"424f4d78b027043bae9478acea0607f9_IDEA_AZURE",OSG_FORET001,OS_GER0001,O&S_Fres001,Fresh Produce,Tomato,Food Retailing,Bio Service Nord,Retail,Retail,R_22ORD_FORET_GER_Fre_Tom4020,6157.00,tonnes,1.50,92.40,%,6065.00,tonnes,1.70,103.10,tonnes,1.20,72.78,%,268.00,tonnes,5889.00,tonnes,4090.00,USD per tonnes,1097070.00,USD,9656.00,USD,28969.00,USD,1135690.00,USD,2022-04-01,2022-04-30,2022-03-16,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
"0424254c3a3879213750a8f0668847a3_IDEA_AZURE",OSG_FORET001,OS_GER0001,O&S_Pant001,Pantry Essentials,Soyabean Oil,Food Retailing,Bio Service Nord,Retail,Retail,R_23ORD_FORET_GER_Pan_Soy7519,283.00,tonnes,1.50,4.20,%,279.00,tonnes,1.30,3.60,tonnes,1.10,3.07,%,11.00,tonnes,272.00,tonnes,1360.00,USD per tonnes,14876.00,USD,394.00,USD,3938.00,USD,19207.00,USD,2023-01-01,2023-01-31,2022-12-15,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
f43d2beeed5eff30fa1459b184617a97_IDEA_AZURE,OSG_FORET001,OS_CHI0001,O&S_Puls001,Pulses and Cereals,Corns,Food Retailing,Zhejiang Weiming Environment Protection Co. Ltd,Retail,Retail,R_23ORD_FORET_CHI_Pul_Cor1466,2321.00,tonnes,1.50,34.80,%,2286.00,tonnes,1.30,29.70,tonnes,1.50,34.30,%,99.00,tonnes,2222.00,tonnes,2170.00,USD per tonnes,214477.00,USD,3558.00,USD,10674.00,USD,228710.00,USD,2023-02-01,2023-02-28,2023-01-12,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S China,One Shop
"9675643e18b2274c978bbf4d34502657_IDEA_AZURE",OSG_FORET001,OS_CHI0001,O&S_SeaF001,Sea Food,Lobster,Food Retailing,Zhejiang Weiming Environment Protection Co. Ltd,Retail,Retail,R_23ORD_FORET_CHI_Sea_Lob9239,1178.00,tonnes,1.50,17.70,%,1160.00,tonnes,1.10,12.80,tonnes,1.20,13.92,%,44.00,tonnes,1134.00,tonnes,35160.00,USD per tonnes,1559430.00,USD,1597.00,USD,4790.00,USD,1565820.00,USD,2023-03-01,2023-03-31,2023-02-09,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S China,One Shop
"0c734c47ea3959837af6f9ef7b6da86e_IDEA_AZURE",OSG_FORET001,OS_CHI0001,O&S_SeaF001,Sea Food,Lobster,Food Retailing,Zhejiang Weiming Environment Protection Co. Ltd,Retail,Retail,R_23ORD_FORET_CHI_Sea_Lob4681,1226.00,tonnes,1.50,18.40,%,1208.00,tonnes,1.90,22.90,tonnes,1.30,15.70,%,57.00,tonnes,1169.00,tonnes,35160.00,USD per tonnes,2005660.00,USD,2054.00,USD,6161.00,USD,2013880.00,USD,2023-10-01,2023-10-31,2023-09-12,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S China,One Shop
"746f299d3a9ea2d045d89d62b07967fc_IDEA_AZURE",OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Apple,Food Retailing,Waste Management Inc,Retail,Retail,R_23ORD_FORET_USA_Bak_App5056,2072.00,tonnes,1.50,31.10,%,2041.00,tonnes,1.20,24.50,tonnes,1.10,22.45,%,78.00,tonnes,1994.00,tonnes,4470.00,USD per tonnes,348748.00,USD,2809.00,USD,8426.00,USD,359983.00,USD,2023-11-01,2023-11-30,2023-10-16,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
"4a7493d14164fdabb1ea0783fcb88e0e_IDEA_AZURE",OSG_FORET001,OS_CHI0001,O&S_SeaF001,Sea Food,Lobster,Food Retailing,Zhejiang Weiming Environment Protection Co. Ltd,Retail,Retail,R_22ORD_FORET_CHI_Sea_Lob3322,1122.00,tonnes,1.50,16.80,%,1106.00,tonnes,1.20,13.30,tonnes,1.10,12.16,%,42.00,tonnes,1080.00,tonnes,35160.00,USD per tonnes,1486060.00,USD,1522.00,USD,4565.00,USD,1492140.00,USD,2022-06-01,2022-06-30,2022-05-12,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S China,One Shop
bdff30c04f9e5ed3852a9bea4919c965_IDEA_AZURE,OSG_FORET001,OS_CHI0001,O&S_Puls001,Pulses and Cereals,Red Kidney Beans,Food Retailing,Zhejiang Weiming Environment Protection Co. Ltd,Retail,Retail,R_23ORD_FORET_CHI_Pul_Red6312,893.00,tonnes,1.50,13.40,%,879.00,tonnes,1.50,13.20,tonnes,1.40,12.31,%,39.00,tonnes,854.00,tonnes,1370.00,USD per tonnes,53281.00,USD,1400.00,USD,4200.00,USD,58881.00,USD,2023-02-01,2023-02-28,2023-01-14,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S China,One Shop
"9d5b74f399fc7bf3b842d7906b1746b2_IDEA_AZURE",OSG_FORET001,OS_USA0001,O&S_Snac001,Snack,Milk Solids,Food Retailing,Waste Management Inc,Retail,Retail,R_23ORD_FORET_USA_Sna_Mil7118,570.00,tonnes,1.50,8.50,%,561.00,tonnes,1.40,7.90,tonnes,1.10,6.17,%,23.00,tonnes,547.00,tonnes,6640.00,USD per tonnes,149843.00,USD,812.00,USD,2437.00,USD,153093.00,USD,2023-04-01,2023-04-30,2023-03-16,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
"5d9c1a4fa2846a85d141fe3aaa4c2786_IDEA_AZURE",OSG_FORET001,OS_GER0001,O&S_Beve001,Beverages,Ginger,Food Retailing,Bio Service Nord,Retail,Retail,R_23ORD_FORET_GER_Bev_Gin8875,3098.00,tonnes,1.50,46.50,%,3052.00,tonnes,2.00,61.00,tonnes,1.40,42.72,%,150.00,tonnes,2948.00,tonnes,1490.00,USD per tonnes,223832.00,USD,5408.00,USD,54080.00,USD,283321.00,USD,2023-07-01,2023-07-30,2023-06-11,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
"2b1aec1f5b1f0723de5a5f1666da6756_IDEA_AZURE",OSG_FORET001,OS_USA0001,O&S_Bake001,Bakery and Bread,Milk,Food Retailing,Waste Management Inc,Retail,Retail,R_23ORD_FORET_USA_Bak_Mil4287,1894.00,tonnes,1.50,28.40,%,1866.00,tonnes,1.70,31.70,tonnes,1.10,20.52,%,81.00,tonnes,1813.00,tonnes,660.00,USD per tonnes,53230.00,USD,2903.00,USD,8710.00,USD,64843.00,USD,2023-10-01,2023-10-31,2023-09-12,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
cc6ce5a5a340b05e33f4caeaa9250020_IDEA_AZURE,OSG_FORET001,OS_USA0001,O&S_Snac001,Snack,Sugar,Food Retailing,Waste Management Inc,Retail,Retail,R_23ORD_FORET_USA_Sna_Sug7590,472.00,tonnes,1.50,7.10,%,465.00,tonnes,1.60,7.40,tonnes,1.20,5.57,%,20.00,tonnes,452.00,tonnes,460.00,USD per tonnes,9237.00,USD,723.00,USD,2169.00,USD,12128.00,USD,2023-12-01,2023-12-31,2023-11-14,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
"0f2235c5ab03fd27693e2fe023e615cf_IDEA_AZURE",OSG_FORET001,OS_GER0001,O&S_Beve001,Beverages,Ginger,Food Retailing,Bio Service Nord,Retail,Retail,R_24ORD_FORET_GER_Bev_Gin6423,2922.00,tonnes,1.50,43.80,%,2878.00,tonnes,1.60,46.00,tonnes,1.40,40.29,%,130.00,tonnes,2791.00,tonnes,1490.00,USD per tonnes,193937.00,USD,4686.00,USD,46857.00,USD,245480.00,USD,2024-01-01,2024-01-31,2023-12-17,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
a1c889a58c341bf59846bb8c331bd584_IDEA_AZURE,OSG_FORET001,OS_GER0001,O&S_Beve001,Beverages,Carrot,Food Retailing,Bio Service Nord,Retail,Retail,R_22ORD_FORET_GER_Bev_Car6345,1.00,tonnes,1.50,0.00,%,1.00,tonnes,1.20,0.00,tonnes,1.10,0.01,%,0.00,tonnes,1.00,tonnes,2730.00,USD per tonnes,93.00,USD,1.00,USD,12.00,USD,106.00,USD,2022-05-01,2022-05-31,2022-04-16,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
"0ec7398bbbece5241f1155cb41b63788_IDEA_AZURE",OSG_FORET001,OS_USA0001,O&S_Snac001,Snack,Coffee Powder,Food Retailing,Waste Management Inc,Retail,Retail,R_22ORD_FORET_USA_Sna_Cof9689,532.00,tonnes,1.50,8.00,%,524.00,tonnes,1.90,10.00,tonnes,1.50,7.86,%,26.00,tonnes,506.00,tonnes,4230.00,USD per tonnes,109082.00,USD,928.00,USD,2785.00,USD,112796.00,USD,2022-08-01,2022-08-31,2022-07-17,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
e19d9adfab2fcbf21e8b82036e269eec_IDEA_AZURE,OSG_FORET001,OS_USA0001,O&S_Snac001,Snack,Corns,Food Retailing,Waste Management Inc,Retail,Retail,R_22ORD_FORET_USA_Sna_Cor9111,2669.00,tonnes,1.50,40.00,%,2629.00,tonnes,1.90,50.00,tonnes,1.20,31.55,%,122.00,tonnes,2548.00,tonnes,2170.00,USD per tonnes,263773.00,USD,4376.00,USD,13128.00,USD,281277.00,USD,2022-09-01,2022-09-30,2022-08-14,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
db0ec988b06a49286b7affa1c6f753ea_IDEA_AZURE,OSG_FORET001,OS_GER0001,O&S_Beve001,Beverages,Carrot,Food Retailing,Bio Service Nord,Retail,Retail,R_22ORD_FORET_GER_Bev_Car8716,1868.00,tonnes,1.50,28.00,%,1840.00,tonnes,1.10,20.20,tonnes,1.20,22.08,%,70.00,tonnes,1798.00,tonnes,2730.00,USD per tonnes,192067.00,USD,2533.00,USD,25328.00,USD,219928.00,USD,2022-10-01,2022-10-31,2022-09-16,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S Germany,One Shop
"0fd0cd48a729c980d3fe6aece98131e7_IDEA_AZURE",OSG_FORET001,OS_USA0001,O&S_Dair001,Dairy And Eggs,Milk,Food Retailing,Waste Management Inc,Retail,Retail,R_23ORD_FORET_USA_Dai_Mil3017,947.00,tonnes,1.50,14.20,%,933.00,tonnes,2.00,18.70,tonnes,1.20,11.19,%,44.00,tonnes,903.00,tonnes,660.00,USD per tonnes,29077.00,USD,1586.00,USD,15860.00,USD,46523.00,USD,2023-01-01,2023-01-31,2022-12-14,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
"5f0f4c04ab761c57da0aee9fa83a2035_IDEA_AZURE",OSG_FORET001,OS_USA0001,O&S_Meat001,Meat,Chicken,Food Retailing,Waste Management Inc,Retail,Retail,R_23ORD_FORET_USA_Mea_Chi8729,2152.00,tonnes,1.50,32.30,%,2120.00,tonnes,1.40,29.70,tonnes,1.10,23.32,%,85.00,tonnes,2067.00,tonnes,6270.00,USD per tonnes,534673.00,USD,3070.00,USD,9210.00,USD,546953.00,USD,2023-10-01,2023-10-31,2023-09-13,Expiry & Spillover,Solid,Waste directed to disposal,Landfilling,Offsite,Non-Hazardous,Landfilled,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
"39f9ace4aaa936b4c9339d0d28886e58_IDEA_AZURE",OSG_FORET001,OS_USA0001,O&S_Dair001,Dairy And Eggs,Eggs,Food Retailing,Waste Management Inc,Retail,Retail,R_23ORD_FORET_USA_Dai_Egg7955,476.00,tonnes,1.50,7.10,%,469.00,tonnes,1.60,7.50,tonnes,1.20,5.62,%,20.00,tonnes,456.00,tonnes,4840.00,USD per tonnes,98072.00,USD,729.00,USD,7295.00,USD,106097.00,USD,2023-11-01,2023-11-30,2023-10-16,Expiry & Spillover,Solid,Waste diverted from disposal by recovery,Composting,Offsite,Non-Hazardous,Composted,Waste Management and Remediation Services,Estimated,Inventory Records,Invoices,Internal Records,,Shubhra Priyadarshini,2024-05-15 14:05:40.224,Shubhra Priyadarshini,Demo_Data,Retail,IDEA_AZURE,,O&S USA,One Shop
